item_id,ico,iGrade,iName,itemLv,itemWearLv,iCategory,available_for,attributes,blue_info,red_info,white_info,gold_coin,silver_coin,bronze_coin,type,level,wearable_job,wearable_race,maximum_usage_count,possible_number,action_bar_text,acquisition_path
"850012","210055","6","영겁의 중심잡힌 목걸이","60","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","2","9","57","악세서리","60","전체","전체","0","0","","45"
"840122","210031","5","맹세의 찌르는 목장식","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","59","87","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840117","210038","5","타락의 예리한 반지","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","38","10","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840116","210037","5","타락의 예리한 목장식","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","59","87","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840121","210032","5","맹세의 평온한 반지","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","38","10","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840120","210031","5","맹세의 평온한 목장식","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","59","87","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840115","210038","5","타락의 곧은 반지","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","38","10","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840118","210037","5","타락의 신속한 목장식","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","59","87","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840124","210031","5","맹세의 민첩한 목장식","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","59","87","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840125","210032","5","맹세의 민첩한 반지","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","38","10","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840119","210038","5","타락의 신속한 반지","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","38","10","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840123","210032","5","맹세의 찌르는 반지","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","38","10","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840114","210037","5","타락의 곧은 목장식","59","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","59","87","","악세서리","59","전체","전체","0","0","","45Ƽ"
"840085","210026","5","원한의 곧은 반지","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","악세서리","55","전체","전체","0","0","","45Ƽ"
"840086","210025","5","원한의 예리한 목걸이","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","44","66","","악세서리","55","전체","전체","0","0","","45Ƽ"
"840087","210026","5","원한의 예리한 반지","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","악세서리","55","전체","전체","0","0","","45Ƽ"
"840092","210027","5","맹세의 솜씨좋은 목걸이","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","44","66","","악세서리","55","전체","전체","0","0","","45Ƽ"
"840093","210028","5","맹세의 솜씨좋은 반지","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","악세서리","55","전체","전체","0","0","","45Ƽ"
"840095","210028","5","맹세의 날랜 반지","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","악세서리","55","전체","전체","0","0","","45Ƽ"
"840094","210027","5","맹세의 날랜 목장식","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","44","66","","악세서리","55","전체","전체","0","0","","45Ƽ"
"840088","210025","5","원한의 신속한 목장식","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","44","66","","악세서리","55","전체","전체","0","0","","45Ƽ"
"850003","210052","6","영광의 관통하는 반지","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","악세서리","55","전체","전체","0","0","","45"
"850004","210051","6","영광의 몰아치는 목장식","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","악세서리","55","전체","전체","0","0","","45"
"850002","210051","6","영광의 관통하는 목장식","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","악세서리","55","전체","전체","0","0","","45"
"840089","210026","5","원한의 신속한 반지","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","악세서리","55","전체","전체","0","0","","45Ƽ"
"850005","210052","6","영광의 몰아치는 반지","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","악세서리","55","전체","전체","0","0","","45"
"850000","210051","6","영광의 중심잡힌 목장식","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","악세서리","55","전체","전체","0","0","","45"
"840091","210028","5","맹세의 고요한 반지","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","악세서리","55","전체","전체","0","0","","45Ƽ"
"840090","210027","5","맹세의 고요한 목걸이","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","44","66","","악세서리","55","전체","전체","0","0","","45Ƽ"
"840084","210025","5","원한의 곧은 목장식","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","44","66","","악세서리","55","전체","전체","0","0","","45Ƽ"
"850001","210052","6","영광의 중심잡힌 반지","55","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","악세서리","55","전체","전체","0","0","","45"
"840066","210045","5","탐험가의 정확한 목장식","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","37","88","","악세서리","50","전체","전체","0","0","","45"
"840067","210046","5","탐험가의 정확한 반지","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","24","11","","악세서리","50","전체","전체","0","0","","45"
"840070","210045","5","탐험가의 희생하는 목걸이","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","37","88","","악세서리","50","전체","전체","0","0","","45"
"840071","210046","5","탐험가의 희생하는 반지","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","24","11","","악세서리","50","전체","전체","0","0","","45"
"840076","210035","5","차원의 신속한 목장식","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","37","88","","악세서리","50","전체","전체","0","0","","45"
"840083","210048","5","맹세의 서두르는 반지","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","11","","악세서리","50","전체","전체","0","0","","45"
"840077","210036","5","차원의 신속한 반지","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","11","","악세서리","50","전체","전체","0","0","","45"
"840082","210047","5","맹세의 서두르는 목장식","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","37","88","","악세서리","50","전체","전체","0","0","","45"
"840081","210048","5","맹세의 교활한 반지","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","11","","악세서리","50","전체","전체","0","0","","45"
"840072","210035","5","차원의 곧은 목걸이","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","37","88","","악세서리","50","전체","전체","0","0","","45"
"840080","210047","5","맹세의 교활한 목걸이","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","37","88","","악세서리","50","전체","전체","0","0","","45"
"840079","210048","5","맹세의 차분한 반지","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","11","","악세서리","50","전체","전체","0","0","","45"
"840078","210047","5","맹세의 차분한 목장식","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","37","88","","악세서리","50","전체","전체","0","0","","45"
"840073","210036","5","차원의 곧은 반지","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","11","","악세서리","50","전체","전체","0","0","","45"
"840068","210045","5","탐험가의 용맹한 목걸이","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","37","88","","악세서리","50","전체","전체","0","0","","45"
"840069","210046","5","탐험가의 용맹한 반지","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","24","11","","악세서리","50","전체","전체","0","0","","45"
"840074","210035","5","차원의 예리한 목걸이","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","37","88","","악세서리","50","전체","전체","0","0","","45"
"840075","210036","5","차원의 예리한 반지","50","45","악세서리","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","11","","악세서리","50","전체","전체","0","0","","45"
"830087","210014","4","드센 모래폭풍 인장","49","44","악세서리","44레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","10","62","","악세서리","49","전체","전체","0","0","","44"
"830089","210014","4","응징하는 낙천가 고리","49","44","악세서리","44레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","10","62","","악세서리","49","전체","전체","0","0","","44"
"830088","210013","4","탄원하는 폭풍잡이 목가리개","49","44","악세서리","44레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","16","68","","악세서리","49","전체","전체","0","0","","44"
"830085","210014","4","안정된 학살자 반지","49","44","악세서리","44레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","10","62","","악세서리","49","전체","전체","0","0","","44"
"830084","210013","4","감시하는 진실추적자 부적","49","44","악세서리","44레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","16","68","","악세서리","49","전체","전체","0","0","","44"
"830086","210013","4","격노한 복원자 목장식","49","44","악세서리","44레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","16","68","","악세서리","49","전체","전체","0","0","","44"
"840060","210017","5","수집가의 정확한 목걸이","48","43","악세서리","43레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","33","68","","악세서리","48","전체","전체","0","0","","43"
"840061","210018","5","수집가의 정확한 반지","48","43","악세서리","43레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","21","43","","악세서리","48","전체","전체","0","0","","43"
"840065","210018","5","수집가의 희생하는 반지","48","43","악세서리","43레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","21","43","","악세서리","48","전체","전체","0","0","","43"
"840064","210017","5","수집가의 희생하는 목걸이","48","43","악세서리","43레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","33","68","","악세서리","48","전체","전체","0","0","","43"
"840063","210018","5","수집가의 용맹한 반지","48","43","악세서리","43레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","21","43","","악세서리","48","전체","전체","0","0","","43"
"840062","210017","5","수집가의 용맹한 목걸이","48","43","악세서리","43레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","33","68","","악세서리","48","전체","전체","0","0","","43"
"830078","210013","4","기민한 북방 부적","47","0","악세서리","0레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","14","78","","악세서리","47","전체","전체","0","0","","42"
"830079","210014","4","날렵한 긍지 반지","47","42","악세서리","42레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","9","40","","악세서리","47","전체","전체","0","0","","42"
"830081","210014","4","괴력의 한낮파괴자 인장","47","42","악세서리","42레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","9","40","","악세서리","47","전체","전체","0","0","","42"
"830080","210013","4","완력의 북녘골 목장식","47","0","악세서리","0레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","14","78","","악세서리","47","전체","전체","0","0","","42"
"830083","210014","4","정화된 모래폭풍 반지","47","42","악세서리","42레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","9","40","","악세서리","47","전체","전체","0","0","","42"
"830082","210013","4","독실한 처치자 목가리개","47","0","악세서리","0레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","14","78","","악세서리","47","전체","전체","0","0","","42"
"840057","210042","5","파도의 예리한 반지","46","41","악세서리","41레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","18","91","","악세서리","46","전체","전체","0","0","","41"
"840056","210041","5","파도의 예리한 목걸이","46","41","악세서리","41레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","29","72","","악세서리","46","전체","전체","0","0","","41"
"840055","210042","5","파도의 곧은 반지","46","41","악세서리","41레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","18","91","","악세서리","46","전체","전체","0","0","","41"
"840054","210041","5","파도의 곧은 목걸이","46","41","악세서리","41레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","29","72","","악세서리","46","전체","전체","0","0","","41"
"840059","210042","5","파도의 신속한 반지","46","41","악세서리","41레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","18","91","","악세서리","46","전체","전체","0","0","","41"
"840058","210041","5","파도의 신속한 목걸이","46","41","악세서리","41레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","29","72","","악세서리","46","전체","전체","0","0","","41"
"810006","210003","2","겨누는 척추파괴자 목장식","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","3","90","","악세서리","45","전체","전체","0","0","","40"
"830073","210014","4","가벼운 징집대 반지","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","8","26","","악세서리","45","전체","전체","0","0","","40"
"830072","210013","4","준비된 추종자 목가리개","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","12","99","","악세서리","45","전체","전체","0","0","","40"
"840052","210021","5","신념의 신속한 목걸이","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","27","83","","악세서리","45","전체","전체","0","0","","40"
"840053","210022","5","신념의 신속한 반지","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","17","71","","악세서리","45","전체","전체","0","0","","40"
"830074","210013","4","완력의 양조사 목장식","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","12","99","","악세서리","45","전체","전체","0","0","","40"
"830076","210013","4","성전의 매복자 부적","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","12","99","","악세서리","45","전체","전체","0","0","","40"
"840050","210021","5","신념의 예리한 목장식","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","27","83","","악세서리","45","전체","전체","0","0","","40"
"840045","210040","5","채집꾼의 용맹한 반지","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","17","71","","악세서리","45","전체","전체","0","0","","40"
"840044","210039","5","채집꾼의 용맹한 목걸이","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","27","83","","악세서리","45","전체","전체","0","0","","40"
"830077","210014","4","수행하는 무쇠돌기 인장","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","8","26","","악세서리","45","전체","전체","0","0","","40"
"840049","210022","5","신념의 곧은 반지","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","17","71","","악세서리","45","전체","전체","0","0","","40"
"840046","210039","5","채집꾼의 희생하는 목걸이","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","27","83","","악세서리","45","전체","전체","0","0","","40"
"840042","210039","5","채집꾼의 정확한 목걸이","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","27","83","","악세서리","45","전체","전체","0","0","","40"
"840043","210040","5","채집꾼의 정확한 반지","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","17","71","","악세서리","45","전체","전체","0","0","","40"
"840048","210021","5","신념의 곧은 목장식","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","27","83","","악세서리","45","전체","전체","0","0","","40"
"810007","210004","2","사냥꾼의 안개자락 고리","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","2","48","","악세서리","45","전체","전체","0","0","","40"
"840047","210040","5","채집꾼의 희생하는 반지","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","착용 시 귀속됨","17","71","","악세서리","45","전체","전체","0","0","","40"
"840051","210022","5","신념의 예리한 반지","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","17","71","","악세서리","45","전체","전체","0","0","","40"
"830075","210014","4","격한 수정매듭 고리","45","40","악세서리","40레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","8","26","","악세서리","45","전체","전체","0","0","","40"
"830070","210013","4","배덕자의 파도길잡이 펜던트","43","0","악세서리","0레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","11","86","","악세서리","43","전체","전체","0","0","","38"
"830071","210014","4","돌보는 민병대 인장","43","38","악세서리","38레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","7","55","","악세서리","43","전체","전체","0","0","","38"
"830067","210014","4","정밀한 억제자 인장","43","38","악세서리","38레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","7","55","","악세서리","43","전체","전체","0","0","","38"
"830068","210013","4","힘찬 지원군 부적","43","0","악세서리","0레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","11","86","","악세서리","43","전체","전체","0","0","","38"
"830069","210014","4","근력의 지배자 반지","43","38","악세서리","38레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","7","55","","악세서리","43","전체","전체","0","0","","38"
"830066","210013","4","독수리의 원정대 목가리개","43","0","악세서리","0레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","11","86","","악세서리","43","전체","전체","0","0","","38"
"840035","210018","5","방랑자의 희생하는 반지","42","37","악세서리","37레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","15","43","","악세서리","42","전체","전체","0","0","","37"
"840034","210017","5","방랑자의 희생하는 목장식","42","37","악세서리","37레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","25","","악세서리","42","전체","전체","0","0","","37"
"840030","210017","5","방랑자의 정확한 목장식","42","37","악세서리","37레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","25","","악세서리","42","전체","전체","0","0","","37"
"840041","210020","5","기수의 신속한 반지","42","37","악세서리","37레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","15","43","","악세서리","42","전체","전체","0","0","","37"
"840031","210018","5","방랑자의 정확한 반지","42","37","악세서리","37레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","15","43","","악세서리","42","전체","전체","0","0","","37"
"840036","210019","5","기수의 곧은 목걸이","42","37","악세서리","37레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","25","","악세서리","42","전체","전체","0","0","","37"
"840032","210017","5","방랑자의 용맹한 목장식","42","37","악세서리","37레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","25","","악세서리","42","전체","전체","0","0","","37"
"840033","210018","5","방랑자의 용맹한 반지","42","37","악세서리","37레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","15","43","","악세서리","42","전체","전체","0","0","","37"
"840040","210019","5","기수의 신속한 목걸이","42","37","악세서리","37레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","25","","악세서리","42","전체","전체","0","0","","37"
